docId,Entity,Start,End,Tag
S0019103512001388-1070,after BS1,603,612,Qualifier
S0019103512004009-2821,near,908,912,Qualifier
S0019103512004009-2821,upper limit,1676,1687,Qualifier
S0019103512004009-2821,below 3Rp,1743,1752,Qualifier
S0019103512004009-2821,average solar XUV flux at 0.047 AU,1798,1832,Qualifier
S0927024813002961-1051,ageing causes,1612,1625,Qualifier
S0038071711004354-2573,top,162,165,Qualifier
S0038071711004354-2573,top,555,558,Qualifier
S0022399913003358-931,Subjective tinnitus,371,390,Qualifier
S0921818113002245-859,lakes deepest point of approximately 19,150,189,Qualifier
S0006322312001096-1230,Compared with those included,119,147,Qualifier
S0006322312001096-1230,CES-D depressive symptoms,689,714,Qualifier
S030881461301604X-1002,"AB, As(III)",61,72,Qualifier
S030881461301604X-1002,As(V),138,143,Qualifier
S2213671113000738-738,after,538,543,Qualifier
S2213671113000738-738,after the transplant.,1097,1118,Qualifier
S0022399913003358-943,At the,746,752,Qualifier
S0006322312001096-1253,before,302,308,Qualifier
S0038071712001010-1044,Bearden (2001,1261,1274,Qualifier
S0378383912000130-3601,in front of the beach,679,700,Qualifier
S0378383912000130-3601,within the beach,748,764,Qualifier
S0168945213001805-4775,Over-expression of,169,187,Qualifier
S2213671113000738-445,with IFN-γ,90,100,Qualifier
S0378112713005288-1720,above sea level,389,404,Qualifier
S0378112713005288-1720,Mean,585,589,Qualifier
S2213158213000582-1340,post-stimulus,109,122,Qualifier
S2213158213000582-1340,HC,309,311,Qualifier
S2213158213000582-1340,SZ,327,329,Qualifier
S2213158213000582-1340,HC,428,430,Qualifier
S2213158213000582-1340,SZ,446,448,Qualifier
S1550413113004920-1509,age,187,190,Qualifier
S2213671113000738-435,insets,222,228,Qualifier
S1389128612002496-6119,decreases,194,203,Qualifier
S0167577X14001256-517,constant energy of the laser pulse,565,599,Qualifier
S0165587612003680-998,culture/confocal positive,219,244,Qualifier
S0165587612003680-998,containing biofilms,266,285,Qualifier
S0032386113005454-2308,when 20 wt% of S-CSR particles were added,176,217,Qualifier
S0012821X12004384-1178,ago,108,111,Qualifier
S0012821X12004384-1178,from background levels,184,206,Qualifier
S0012821X12004384-1178,into the ocean-atmosphere system,322,354,Qualifier
S0012821X13002185-994,At ODP site 1090,853,869,Qualifier
S0012821X13002185-994,at ODP site 689,1107,1122,Qualifier
S0032386113009889-2123,crack tip,1060,1069,Qualifier
S0378112713005288-1948,total regeneration densities,207,235,Qualifier
S0006322312001096-626,Before and After,106,122,Qualifier
S0925443913003037-1397,reduction,370,379,Qualifier
S1750583613004192-714,vertically from the injection point (IP),442,482,Qualifier
S0960148113005727-1494,average,13,20,Qualifier
S0032063312003054-1990,interval at the centre of the spectrogram,184,225,Qualifier
S2213671113001306-1404,posttransplantation,55,74,Qualifier
S2213671113001306-1404,after 1 month,1098,1111,Qualifier
S2213671113001306-1404,from fetal and adult donors xenografted into rabbit SRS,1504,1559,Qualifier
S0925443913001385-1429,supplemented,96,108,Qualifier
S0925443913001385-1429,(v/v),118,123,Qualifier
S0019103512003995-2737,than the average solar flux,124,151,Qualifier
S0019103512003995-2737,over the estimated lifetime of the system,877,918,Qualifier
S0378112713005288-2062,rowan,367,372,Qualifier
S0378112713005288-2062,birch,472,477,Qualifier
S1359645413009816-2243,annealed,409,417,Qualifier
S0167880913001229-1021,Costa Rica,34,44,Qualifier
S0167880913001229-1021,Nicaragua,58,67,Qualifier
S0927775713009606-1361,double or single,228,244,Qualifier
S0960148113002048-3775,high,309,313,Qualifier
S0960148113002048-3775,average,1041,1048,Qualifier
S0019103512002801-1716,compared to all other flybys,142,170,Qualifier
S0378383911001669-1634,above the free surface,510,532,Qualifier
S0019103513005058-4349,increasing,156,166,Qualifier
S0019103513005058-4349,increases,355,364,Qualifier
S0019103513005058-4158,mean,791,795,Qualifier
S0038071712001010-918,paired,786,792,Qualifier
S0006322312001096-1260,linked with subsequent depression,718,751,Qualifier
S0032063312003054-2264,at the location of the accelerated electron signature,523,576,Qualifier
S0927024813002961-1334,corrected,853,862,Qualifier
S0038071712001010-944,whole plant basis,234,251,Qualifier
S0038071712001010-944,root only basis,266,281,Qualifier
S1359645413009816-2973,random high-angle grain boundaries,1043,1077,Qualifier
S1359645413009816-2973,(at T = 1200 K) for Σ5 grain boundaries,1110,1149,Qualifier
S0012821X12004384-1148,during the PETM,293,308,Qualifier
S0165587612003680-953,culture-positive,82,98,Qualifier
S175058361300203X-1483,Stuttgart Formation,778,797,Qualifier
S0168945213001805-4454,carbon-enrichment,400,417,Qualifier
S0168945213001805-4454,relative to controls,457,477,Qualifier
S0006322312001096-1248,before (,565,573,Qualifier
S0006322312001096-1248,95% CI,590,596,Qualifier
S1367912013002277-1213,PM10,234,238,Qualifier
S1367912013002277-1213,PM2.5,262,267,Qualifier
S0167577X13006393-399,asymmetric,367,377,Qualifier
S0012821X12004384-952,wood/plant tissue,385,402,Qualifier
S0167739X12001525-5094,altered,1399,1406,Qualifier
S2211124713006475-841,after transplantation,59,80,Qualifier
S0006322312001096-1197,GHQ-symptom,525,536,Qualifier
S0168945213001805-5026,less than those over-expressing the cry toxins from Bt,205,259,Qualifier
S0032063313003218-6651,latitude,532,540,Qualifier
S0032063313003218-6651,smaller than case ES,841,861,Qualifier
S0032063313003218-6651,cases ES and EF,1038,1053,Qualifier
S0019103511004994-996,relative to,332,343,Qualifier
S0019103513005058-3154,inferred,353,361,Qualifier
S0019103513005058-3154,more sensitive to perchlorate,831,860,Qualifier
S2213158213000582-1327,in each hemisphere,680,698,Qualifier
S1359835X13001875-1359,containing N,92,104,Qualifier
S1359835X13001875-1359,= 1000 discrete particles,105,130,Qualifier
S0006322312001096-1190,after a light,690,703,Qualifier
S0006322312001096-1190,postadministration of a 75 g glucose solution,1224,1269,Qualifier
S0019103512001388-3081,declined,166,174,Qualifier
S0006322312001096-1202,CES-D depressive symptoms,750,775,Qualifier
S2213671113001306-1520,centered on the implant,479,502,Qualifier
S2213671113001306-1520,HRA mode,716,724,Qualifier
S0960148113004989-3258,between each turbine,185,205,Qualifier
S2211124712002884-1110,in iPSC medium without basic fibroblast growth factor,116,169,Qualifier
S2211124712002884-1110,culture,512,519,Qualifier
S0378112713005288-2036,Rowan,139,144,Qualifier
S0019103513005058-4302,accumulated over 3 byr and mixed into 1.5–2.6 m of soil,604,659,Qualifier
S0032386113005454-2055,was measured at room temperature,928,960,Qualifier
S0032386113005454-2055,according to BS ISO 1183-1 Method A,961,996,Qualifier
S0167577X14001256-389,"Si,",71,74,Qualifier
S0019103512004009-4350,Compared to the C1 model,436,460,Qualifier
S0019103512004009-4350,cooler by,505,514,Qualifier
S0019103512004009-4350,high altitudes,530,544,Qualifier
S0019103512004009-4350,cooler by,561,570,Qualifier
S0022000014000026-7850,proved,449,455,Qualifier
S2211124713006475-1205,after transplantation,671,692,Qualifier
S2213671113000908-979,after plating,404,417,Qualifier
S0019103512003533-3306,polar magnetospheric heating raises,381,416,Qualifier
S0019103512004009-5271,mass loss rate,430,444,Qualifier
S0378383911001669-1088,sand-rough beach,101,117,Qualifier
S0012821X12004384-1221,living,655,661,Qualifier
S0032386113005454-2601,"At 20 °C, a value of 111 MPa was measured for the unmodified epoxy polymer",513,587,Qualifier
S0925443913001385-1646,decreased to,1425,1437,Qualifier
S0012821X12004384-1284,in an azeotropic mixture of dichloromethane and methanol,753,809,Qualifier
S0032386113005454-2008,epoxy polymer,47,60,Qualifier
S2213671113000738-647,other,164,169,Qualifier
S2213671113000908-810,Flow cytometry analyses showed,658,688,Qualifier
S0921818113002245-1752,high magnetic susceptibility,280,308,Qualifier
S0019103512003995-2681,ions only,211,220,Qualifier
S0019103512003995-2681,C II 1334.5 Å,302,315,Qualifier
S0019103512003995-2681,C II 1335.7 Å,317,330,Qualifier
S0019103512003995-2681,Si III,336,342,Qualifier
S0019103512003995-2681,if 40% of silicon is Si2+,364,389,Qualifier
S0019103512003995-2681,C II 1334.5 Å,577,590,Qualifier
S0019103512003995-2681,C II 1335.7 Å,592,605,Qualifier
S0019103512003995-2681,Si III,611,617,Qualifier
S0925443913001385-1638,decreased,148,157,Qualifier
S0925443913001385-1638,rRNA levels,626,637,Qualifier
S0925443913001385-1638,decreased,643,652,Qualifier
S1873506114000075-1132,before the assay,60,76,Qualifier
S175058361300203X-1638,the,769,772,Qualifier
S2213671113001306-910,inset,1009,1014,Qualifier
S0167610513002729-1127,snapshot,133,141,Qualifier
S0927024813003036-2011,later,1066,1071,Qualifier
S2213671113000738-430,after transplantation,37,58,Qualifier
S0006322312001096-1194,95% confidence interval [CI],249,277,Qualifier
S0006322312001096-1194,95% CI,353,359,Qualifier
S0006322312001096-1194,95% CI,520,526,Qualifier
S0006322312001096-1194,95% CI,548,554,Qualifier
S0167610513001001-1751,difference,243,253,Qualifier
S0016236113008041-3161,concentration in the flue gas,71,100,Qualifier
S175058361300203X-1542,difference,417,427,Qualifier
S0016236113008041-872,CaCO3,122,127,Qualifier
S0167610513001001-739,Median,60,66,Qualifier
S2211124712002884-903,at the time of tissue collection for this study,253,300,Qualifier
S2211124712002884-903,later,672,677,Qualifier
S016412121300188X-4617,multiple smaller clusters,250,275,Qualifier
S0378383911001669-2260,higher,413,419,Qualifier
S0012821X12004384-1640,before the CIE,487,501,Qualifier
S0038071713001971-1388,by a certain set of soil variables,237,271,Qualifier
S0038071713001971-1388,in diseased soils,297,314,Qualifier
S0960148113004989-3327,increased,46,55,Qualifier
S0168945213001805-3964,wild type after nine weeks in the greenhouse,995,1039,Qualifier
S0927024813001955-576,after,297,302,Qualifier
S0960148113005727-904,declined,256,264,Qualifier
S0032063312003054-2501,observed with a concurrent acceleration of heavy-ions,74,127,Qualifier
S0031405612000728-1639,from the first to third month harvest,1428,1465,Qualifier
S0031405612000728-1639,from the first to fifth month harvest,1536,1573,Qualifier
S0025322712001600-2406,95% confidence level,824,844,Qualifier
S1873506113001116-1369,on day 14 of differentiation,1251,1279,Qualifier
S2213671113000738-485,after the transplant,90,110,Qualifier
