docId,Entity,Start,End,Tag
S0006322312001096-1221,95%,279,282,Quantity
S0006322312001096-1221,10%,308,311,Quantity
S0006322312001096-1221,90%,438,441,Quantity
S0006322312001096-1221,.05,475,478,Quantity
S0006322312001096-1221,1.14,497,501,Quantity
S0006322312001096-1221,10%,508,511,Quantity
S0006322312001096-1221,1.40,662,666,Quantity
S0006322312001096-1221,1.24,671,675,Quantity
S1873506113001116-1204,at least 3 passages,391,410,Quantity
S1873506113001116-1204,within 24 h,591,602,Quantity
S1873506113001116-1204,3.7 ± 0.9 fold per passage,827,853,Quantity
S1873506113001116-1204,3.7 × 106 fold,855,869,Quantity
S1873506113001116-1204,> 99%,893,898,Quantity
S1873506113001116-1204,13,934,936,Quantity
S1873506113001116-1204,46.8% ± 1.6%,1208,1220,Quantity
S1873506113001116-1204,one-day,1383,1390,Quantity
S2213671113000921-1279,greater than 70%,278,294,Quantity
S0021979713004438-1401,10 wt.%,111,118,Quantity
S0021979713004438-1401,99.5%,207,212,Quantity
S0021979713004438-1401,69 ± 3°,825,832,Quantity
S0021979713004438-1401,−0.72 V,888,895,Quantity
S0960148113005727-1181,2%,141,143,Quantity
S0032063312002437-627,192 s,343,348,Quantity
S0032063312002437-627,15 or less,434,444,Quantity
S0032063312002437-627,9th August 2008,585,600,Quantity
S0032063312002437-627,between 05:28 UT and 05:47 UT,627,656,Quantity
S0019103513005058-4175,1.0–1.7 wt.%,141,153,Quantity
S0019103513005058-4175,1.3 wt.%,178,186,Quantity
S0019103513005058-4175,average ∼6.8 wt.%,306,323,Quantity
S0019103513005058-4175,2.7 wt.%,339,347,Quantity
S0019103513005058-4175,top few tens of centimeters,549,576,Quantity
S0019103513005058-4175,∼4.4 wt.%,592,601,Quantity
S0019103513005058-4175,0.1%,737,741,Quantity
S016412121300188X-4937,two,558,561,Quantity
S016412121300188X-4937,around 10%,614,624,Quantity
S016412121300188X-4937,around 40%,657,667,Quantity
S0006322312001096-1275,range 66% to 88%,39,55,Quantity
S0927024813002420-1032,80 vol%,430,437,Quantity
S0927024813002420-1032,70 nm,464,469,Quantity
S1873506113001116-710,after 48 h,103,113,Quantity
S1873506113001116-710,13 passages,273,284,Quantity
S1873506113001116-710,45 days,286,293,Quantity
S1873506113001116-710,3,299,300,Quantity
S1873506113001116-710,3,333,334,Quantity
S1873506113001116-710,after 13 passages,369,386,Quantity
S1873506113001116-710,200 μm,626,632,Quantity
S0012821X13007309-1691,1 m,147,150,Quantity
S0012821X13007309-1691,Up to 20 m,333,343,Quantity
S0012821X13007309-1691,∼−25.9 to −26.5‰.,537,554,Quantity
S0012821X13007309-1691,4‰,609,611,Quantity
S0012821X13007309-1691,−27.2 to −23.1‰,619,634,Quantity
S0012821X13007309-1691,within <0.5 m,646,659,Quantity
S0006322312001096-1177,1985,94,98,Quantity
S0006322312001096-1177,35 to 55,260,268,Quantity
S0006322312001096-1177,20,281,283,Quantity
S0006322312001096-1177,1985 to 1988,341,353,Quantity
S0006322312001096-1177,73%,384,387,Quantity
S0006322312001096-1177,"10,308 employees",413,429,Quantity
S0006322312001096-1177,6895 men,431,439,Quantity
S0006322312001096-1177,3413 women,444,454,Quantity
S0006322312001096-1177,approximately every 5 years,536,563,Quantity
S0006322312001096-1177,1991 to 1993,574,586,Quantity
S0006322312001096-1177,8815,592,596,Quantity
S0006322312001096-1177,1997 to 1999,608,620,Quantity
S0006322312001096-1177,7870,626,630,Quantity
S0006322312001096-1177,2003 to 2004,642,654,Quantity
S0006322312001096-1177,6967,660,664,Quantity
S0006322312001096-1177,2008 to 2009,680,692,Quantity
S0006322312001096-1177,6761,698,702,Quantity
S0006322312001096-1177,three,874,879,Quantity
S0006322312001096-1177,three,1117,1122,Quantity
S0378383911001669-1112,six,25,28,Quantity
S0378383911001669-1112,1.3 mm,59,65,Quantity
S0378383911001669-1112,5.4 mm,86,92,Quantity
S0378383911001669-1112,8.4 mm,119,125,Quantity
S2211124713006475-1195,Two days,429,437,Quantity
S2211124713006475-1195,2 days,812,818,Quantity
S0167819113001051-1550,roughly 2%,79,89,Quantity
S1387700313001822-661,260 nm,456,462,Quantity
S1387700313001822-661,215–225 nm,599,609,Quantity
S1387700313001822-661,297 nm,895,901,Quantity
S1387700313001822-661,≈ − 10 mdeg,905,916,Quantity
S0012821X12004384-1249,57°44’8.47”N; 1°50’26.59”E,19,45,Quantity
S0012821X12004384-1249,from 2605 m to 2634 m,502,523,Quantity
S0012821X12004384-1249,2609–2613 m,698,709,Quantity
S0012821X12004384-1249,ranging from 1 to 25 per mm,797,824,Quantity
S0012821X12004384-1249,26 horizons,974,985,Quantity
S0012821X12004384-1249,approximately 13 pairs per mm,1010,1039,Quantity
S0016236113008041-2924,9 and 21,57,65,Quantity
S0031405612000728-769,seven,56,61,Quantity
S0378383912000130-3755,1.5 mm,363,369,Quantity
S0167819113001051-1247,18 cores,23,31,Quantity
S0167819113001051-1247,from 50% to around 80%,327,349,Quantity
S0927024813001955-679,<200 nm,12,19,Quantity
S0927024813001955-679,3.4+0.1 cm2/Vs,323,337,Quantity
S0927024813001955-679,up to 100%,343,353,Quantity
S0927024813001955-679,after 200 days,637,651,Quantity
S2211124712002884-1060,10%,656,659,Quantity
S2211124712002884-1060,100 U/ml,738,746,Quantity
S0019103511004994-1399,62 satellites,32,45,Quantity
S0019103511004994-1399,3.95 Saturn radii RS,92,112,Quantity
S0019103511004994-1399,"60,268 km",120,129,Quantity
S0019103511004994-1399,252 km,241,247,Quantity
S0019103511004994-1399,1979,512,516,Quantity
S0019103511004994-1399,1980,530,534,Quantity
S0019103511004994-1399,1981,551,555,Quantity
S0019103511004994-1399,since July 2004,735,750,Quantity
S0019103511004994-1399,14 times,775,783,Quantity
S0019103511004994-1399,between 2005 and 2010,784,805,Quantity
S0032386113005454-2865,room temperature,3,19,Quantity
S0032386113005454-2865,10 wt% and 20 wt%,278,295,Quantity
S0032386113005454-2865,0.296 μm,649,657,Quantity
S0032386113005454-2865,0.18 μm,774,781,Quantity
S0032386113005454-2865,room temperature,1662,1678,Quantity
S0032386113005454-2865,−109 °C,1755,1762,Quantity
S0006322312001096-1271,274 elderly participants,783,807,Quantity
S0006322312001096-1271,almost 90%,978,988,Quantity
S0006322312001096-1271,approximately 80%,1023,1040,Quantity
S1388248113001951-339,4.0 V,110,115,Quantity
S1388248113001951-339,12 mA g− 1,129,139,Quantity
S1388248113001951-339,1/20 (12 mA g− 1)–30C (7260 mA g− 1),180,216,Quantity
S1388248113001951-339,"(a) 1.3 (b) 2.4, and (c) 2.2 mg cm− 2",252,289,Quantity
S0925443913001385-839,50 μg,327,332,Quantity
S0167880913001229-1304,up to 11.25 Mg ha−1 year−1,111,137,Quantity
S0167880913001229-1304,0.24,329,333,Quantity
S0167880913001229-1304,0–10 cm,439,446,Quantity
S0167880913001229-1304,0.18,463,467,Quantity
S0167880913001229-1304,< 0.01,471,477,Quantity
S0167880913001229-1304,two,571,574,Quantity
S0167880913001229-1304,0–40 cm,670,677,Quantity
S0019103512001388-1070,6 November 2011 UT,40,58,Quantity
S0019103512001388-1070,two days,65,73,Quantity
S0019103512001388-1070,30 min,596,602,Quantity
S0921818113002245-1571,upper 0.8 m,73,84,Quantity
S0921818113002245-1571,approximately 1 cm,201,219,Quantity
S0921818113002245-1571,Five,462,466,Quantity
S0921818113002245-1571,4.8 m,632,637,Quantity
S0921818113002245-1571,60 or 63 mm,684,695,Quantity
S0921818113002245-1571,four,811,815,Quantity
S0921818113002245-1571,8 m,891,894,Quantity
S0921818113002245-1571,three metre,1023,1034,Quantity
S0921818113002245-1571,approximately 11.8 m,1103,1123,Quantity
S0921818113002245-1571,between 11.8 m and 11.5 m,1224,1249,Quantity
S0019103512004009-2821,1 μbar,917,923,Quantity
S0019103512004009-2821,up to at least 3Rp,1389,1407,Quantity
S0019103512004009-2821,8000 K,1691,1697,Quantity
S0019103512004009-2821,3Rp,1749,1752,Quantity
S0019103512004009-2821,7000 K,1778,1784,Quantity
S0019103512004009-2821,0.047 AU,1824,1832,Quantity
S0927024813002961-1051,five,799,803,Quantity
S0927024813002961-1051,two,967,970,Quantity
S0927024813002961-1051,2–7%,1210,1214,Quantity
S0927024813002961-1051,range of 10–15%,1457,1472,Quantity
S0927024813002961-1051,up to 25%,1626,1635,Quantity
S2211124712002884-682,50 μm,259,264,Quantity
S0038071711004354-2573,20–30 cm,166,174,Quantity
S0038071711004354-2573,six,406,409,Quantity
S0038071711004354-2573,20 cm,559,564,Quantity
S0022399913003358-931,7 to 20%,470,478,Quantity
S0022399913003358-931,10 year,529,536,Quantity
S0022399913003358-931,over 48 years,567,580,Quantity
S0022399913003358-931,13%,584,587,Quantity
S0022399913003358-931,Approximately 5%,593,609,Quantity
S0032063312003054-2467,10%,719,722,Quantity
S0167880913001229-1225,< 0.01,226,232,Quantity
S0167880913001229-1225,0–10 cm,288,295,Quantity
S0167880913001229-1225,over the 9-year,302,317,Quantity
S0167880913001229-1225,< 0.01,446,452,Quantity
S0167880913001229-1225,20–40 cm,495,503,Quantity
S0921818113002245-859,approximately 19 m,173,191,Quantity
S0006322312001096-1230,5-year,324,330,Quantity
S0006322312001096-1230,12.1%,344,349,Quantity
S0006322312001096-1230,4.6%,412,416,Quantity
S0006322312001096-1230,2.1%,496,500,Quantity
S0006322312001096-1230,5.4%,597,601,Quantity
S0006322312001096-1230,9.2%,669,673,Quantity
S0006322312001096-1230,47.4%,751,756,Quantity
S0006322312001096-1230,.64,828,831,Quantity
S0006322312001096-1230,< .001,835,841,Quantity
S0006322312001096-1230,59.9%,907,912,Quantity
S0022459611006116-547,298 K.,64,70,Quantity
S030881461301604X-1002,Two,0,3,Quantity
S030881461301604X-1002,100 mg/L,110,118,Quantity
S030881461301604X-1002,1 mg/L,123,129,Quantity
S030881461301604X-1002,10 mg/L,168,175,Quantity
S030881461301604X-1002,0.1 mg/,180,187,Quantity
S030881461301604X-1002,1%,240,242,Quantity
S030881461301604X-1002,"1, 5, 10, 20 and 50 μg/L",410,434,Quantity
S030881461301604X-1002,1%,438,440,Quantity
S0022459611006116-1448,between 5 and 300 K.,159,179,Quantity
S2213671113000738-738,two,425,428,Quantity
S2213671113000738-738,6 months,544,552,Quantity
S2213671113000738-738,1/10,867,871,Quantity
S2213671113000738-738,2 months,1005,1013,Quantity
S2213671113000738-738,3.5–4 months,1084,1096,Quantity
S2213671113000738-738,1/100,1903,1908,Quantity
S2211124712002884-649,100%,117,121,Quantity
S2211124712002884-649,3–4,127,130,Quantity
S0032063312003054-2483,between ∼01:25:00 UT and 01:25:40 UT,48,84,Quantity
S2213158213000302-1597,between 100 and 200 ms,152,174,Quantity
S0022399913003358-943,530 participants,1464,1480,Quantity
S0022399913003358-943,50%,1482,1485,Quantity
S0927775713009606-1216,range from 5° to 85°,119,139,Quantity
S0927775713009606-1216,0.1°,162,166,Quantity
S0927775713009606-1216,4 s.,199,203,Quantity
S0927775713009606-1216,0.9,383,386,Quantity
S0006322312001096-1253,65 years,320,328,Quantity
S0006322312001096-1205,past 14 days,102,114,Quantity
S0019103512003995-1283,7200 K.,149,156,Quantity
S0038071712001010-1044,∼0.4 mm2,626,634,Quantity
S0038071712001010-1044,84 days,2609,2616,Quantity
S0378383912000130-3601,two beach materials,355,374,Quantity
S0378383912000130-3601,1.5 mm and 8.5 mm,410,427,Quantity
S0378383912000130-3601,600 mm,531,537,Quantity
S0378383912000130-3601,1.5 mm,579,585,Quantity
S0378383912000130-3601,8.5 mm,633,639,Quantity
S0378383912000130-3601,62 mm,673,678,Quantity
S0378383912000130-3601,62 mm,742,747,Quantity
S0378383912000130-3601,1:10,918,922,Quantity
S0927024813001955-1005,150 °C,623,629,Quantity
S0927024813001955-1005,up to 100%,766,776,Quantity
S0168945213001805-4775,two,188,191,Quantity
S0168945213001805-4775,two,536,539,Quantity
S0168945213001805-4775,down to −18 °C,628,642,Quantity
S0168945213001805-4775,−8 °C,905,910,Quantity
S2213671113000738-445,48 hr,105,110,Quantity
S0378112713005288-1720,15,334,336,Quantity
S0378112713005288-1720,120 m to 380 m,374,388,Quantity
S0378112713005288-1720,greater than 1000 stems/ha,669,695,Quantity
S0378112713005288-1720,10,799,801,Quantity
S2213158213000582-1340,5–55 Hz,28,35,Quantity
S2213158213000582-1340,30–130 ms,99,108,Quantity
S2213158213000582-1340,95.81%,298,304,Quantity
S2213158213000582-1340,94.38%,316,322,Quantity
S2213158213000582-1340,96.24%,417,423,Quantity
S2213158213000582-1340,93.17%,435,441,Quantity
S2213158213000582-1340,1.16,542,546,Quantity
S2213158213000582-1340,0.25,552,556,Quantity
S2213158213000582-1340,1.31,588,592,Quantity
S1550413113004920-1509,147,13,16,Quantity
S1550413113004920-1509,before 6 months,168,183,Quantity
S1550413113004920-1509,before 9 months,233,248,Quantity
S2213671113000738-435,3,108,109,Quantity
S2213671113000738-435,200 μm,194,200,Quantity
S2213671113000738-435,50 μm,213,218,Quantity
S2213671113000738-435,100 μm,241,247,Quantity
S0019103512002801-2018,One,495,498,Quantity
S0019103512002801-2018,at least 10%,1392,1404,Quantity
S1389128612002496-6119,from 10 ms to 0.1 ms,205,225,Quantity
S1389128612002496-6119,around 0.5 ms,320,333,Quantity
S2213671113000921-714,100 μm,84,90,Quantity
S0167577X14001256-517,0.5–0.6 nJ,355,365,Quantity
S0167577X14001256-517,250 kHz,400,407,Quantity
S0167577X14001256-517,4–7 kV,430,436,Quantity
S0167577X14001256-517,55 K.,468,473,Quantity
S0167577X14001256-517,0.4%,557,561,Quantity
S0167577X14001256-517,2–4 kV.,733,740,Quantity
S0165587612003680-998,two,123,126,Quantity
S0165587612003680-998,at least one,196,208,Quantity
S0165587612003680-998,at least one,249,261,Quantity
S0165587612003680-998,54.3%,403,408,Quantity
S0165587612003680-998,14.3%,413,418,Quantity
S0165587612003680-998,82.9%,420,425,Quantity
S0165587612003680-998,57.1%,430,435,Quantity
S0165587612003680-998,67.9%,441,446,Quantity
S0165587612003680-998,0%,451,453,Quantity
S0165587612003680-998,0.02,567,571,Quantity
S0032386113005454-2308,3.19 ± 0.10 GPa,21,36,Quantity
S0032386113005454-2308,to 1.96 ± 0.08 GPa,157,175,Quantity
S0032386113005454-2308,20 wt%,181,187,Quantity
S0012821X12004384-1178,55.8 Ma,100,107,Quantity
S0012821X12004384-1178,5–8 °C,177,183,Quantity
S0012821X12004384-1178,over <20 ka,382,393,Quantity
S0012821X12004384-1178,between −2 and −7‰,464,482,Quantity
S0012821X12004384-1178,170 ka,567,573,Quantity
S0012821X13002185-994,∼33.7 Ma,81,89,Quantity
S0012821X13002185-994,up to 40%,368,377,Quantity
S0012821X13002185-994,0.6‰,895,899,Quantity
S0012821X13002185-994,1.5‰,1078,1082,Quantity
S0012821X13002185-994,∼31.5 Ma,1308,1316,Quantity
S0032386113009889-2123,about 70 MPa,1001,1013,Quantity
S0032386113009889-2123,about 210 MPa,1073,1086,Quantity
S0032386113009889-2123,210 MPa,1185,1192,Quantity
S0378112713005288-1948,4.1,249,252,Quantity
S0378112713005288-1948,0.03,258,262,Quantity
S0378112713005288-1948,20%,265,268,Quantity
S0378112713005288-1948,< 0.01,483,489,Quantity
S0378112713005288-1948,1.75,766,770,Quantity
S0378112713005288-1948,n.s.,776,780,Quantity
S1389128612002496-6138,from 0.25 Mbps to 0.01 Mbps,202,229,Quantity
S0006322312001096-626,10%,48,51,Quantity
S0006322312001096-626,65,127,129,Quantity
S0167577X13006393-644,above 1000 °C,60,73,Quantity
S0167577X13006393-644,upto 1200 °C,303,315,Quantity
S0167577X13006393-644,low as 800 °C,373,386,Quantity
S1161030113001950-923,4,1127,1128,Quantity
S1161030113001950-923,90–95%,1725,1731,Quantity
S1161030113001950-923,4–8 years,1868,1877,Quantity
S0925443913003037-1397,approximately 54%,352,369,Quantity
S0012821X12004384-1265,71,11,13,Quantity
S0012821X12004384-1265,1/100th,512,519,Quantity
S0012821X12004384-1265,5 g,594,597,Quantity
S0012821X12004384-1265,0.05 g,689,695,Quantity
S0012821X12004384-1265,>250 μm,1116,1123,Quantity
S0012821X12004384-1265,>90%,1192,1196,Quantity
S0012821X12004384-1265,between 20 and 60 g,1283,1302,Quantity
S0012821X12004384-1265,63 μm,1357,1362,Quantity
S1750583613004192-714,circa July 2002,55,70,Quantity
S1750583613004192-714,5 Mt,128,132,Quantity
S1750583613004192-714,nine,176,180,Quantity
S1750583613004192-714,1999,379,383,Quantity
S1750583613004192-714,approximately 220 m,422,441,Quantity
S1750583613004192-714,1012 mbsl,486,495,Quantity
S1750583613004192-714,3 years,499,506,Quantity
S0960148113005727-1494,−0.43 ± 0.05 percentage points per year,42,81,Quantity
S0960148113005727-1494,−1.6 ± 0.2%,90,101,Quantity
S0032063312003054-1990,12 min,122,128,Quantity
S0032063312003054-1990,2-min,178,183,Quantity
S0032063312003054-1990,approximately 60 eV.,332,352,Quantity
S2213671113001306-1404,4 weeks,47,54,Quantity
S2213671113001306-1404,1 month,602,609,Quantity
S2213671113001306-1404,approximately 95%,1080,1097,Quantity
S2213671113001306-1404,after 1 month,1098,1111,Quantity
S2213671113001306-1404,over 4 weeks,1560,1572,Quantity
S1750583613004192-1267,a few percent to around thirty percent,416,454,Quantity
S1750583613004192-1267,above thirty percent,485,505,Quantity
S1750583613004192-1267,80%,597,600,Quantity
S1750583613004192-1267,80%,769,772,Quantity
S1750583613004192-1267,40%,893,896,Quantity
S0019103512003995-1767,1083 nm,240,247,Quantity
S2213671113001306-907,50 μm,55,60,Quantity
S2213671113001306-907,200 μm,135,141,Quantity
S0925443913001385-1429,10%,114,117,Quantity
S0925443913001385-1429,2 mM,148,152,Quantity
S0925443913001385-1429,50 μg/ml,166,174,Quantity
S0925443913001385-1429,110 μg/ml,184,193,Quantity
S0925443913001385-1429,"10,000 U/ml",204,215,Quantity
S0925443913001385-1429,"10,000 μg/ml",233,245,Quantity
S0019103512003995-2737,5–10,110,114,Quantity
S0019103512003995-2737,8000 and 9000 K.,190,206,Quantity
S0019103512003995-2737,109–1010 kg s−1,812,827,Quantity
S0019103512003995-2737,10–100%,848,855,Quantity
S0019103512003995-2737,less than ∼10 times,973,992,Quantity
S2213671113001306-885,10 μm,308,313,Quantity
S0378112713005288-2062,"200,000",374,381,Quantity
S0378112713005288-2062,1 kg,394,398,Quantity
S0378112713005288-2062,5.9 million,479,490,Quantity
S0378112713005288-2062,1 kg,503,507,Quantity
S1359645413009816-2243,1.5 nm,152,158,Quantity
S1359645413009816-2243,20 kV,162,167,Quantity
S1359645413009816-2243,5 K/min,515,522,Quantity
S1359645413009816-2243,about 30 K/min,586,600,Quantity
S0167880913001229-1021,12.4%,25,30,Quantity
S0167880913001229-1021,0.13%,49,54,Quantity
S0167880913001229-1021,top 10 cm,131,140,Quantity
S0167880913001229-1021,cm.•Organic,186,197,Quantity
S0167880913001229-1021,0–10 cm,238,245,Quantity
S095741741101342X-2624,85%,86,89,Quantity
S095741741101342X-2624,15%,96,99,Quantity
S0960148113004989-3203,10 min,438,444,Quantity
S0960148113004989-3203,±12 m.,481,487,Quantity
S0960148113004989-3203,12,566,568,Quantity
S0927775713009606-1361,0.097 nm,77,85,Quantity
S0927775713009606-1361,ca. 0.4–1.0 nm,246,260,Quantity
S0927775713009606-1361,0.19–0.21 nm,532,544,Quantity
S2213671113001306-1398,1 to 2 mg,490,499,Quantity
S2213671113000921-994,36 clones,369,378,Quantity
S2213671113000921-994,26,484,486,Quantity
S2213671113000921-994,72%,488,491,Quantity
S2213671113000921-994,one,685,688,Quantity
S2213671113000921-994,over more than 20 passages.,1465,1492,Quantity
S2213671113000921-994,100%,1550,1554,Quantity
S0960148113002048-3775,two,131,134,Quantity
S0960148113002048-3775,0.01–0.03 Hz,713,725,Quantity
S0960148113002048-3775,above 0.003 Hz,985,999,Quantity
S0378383912000130-1054,8.5 mm,135,141,Quantity
S0019103512002801-1716,average 3–4 nT,118,132,Quantity
S0960148113004989-3277,12 h,130,134,Quantity
S0960148113004989-3277,864,178,181,Quantity
S0378383911001669-1634,approximately 0.1 mg/l,149,171,Quantity
S0378383911001669-1634,50 mm,330,335,Quantity
S0378383911001669-1634,1:10,424,428,Quantity
S0019103513005058-4349,35%,194,197,Quantity
S0019103513005058-4349,5%,201,203,Quantity
S0019103513005058-4349,around six orders of magnitude,368,398,Quantity
S0019103513005058-4158,1/e,684,687,Quantity
S0019103513005058-4158,0.51–0.85 m.,704,716,Quantity
S0019103513005058-4158,three,724,729,Quantity
S0019103513005058-4158,1.5–2.6 m,767,776,Quantity
S0019103513005058-4158,∼2 m.,796,801,Quantity
S0019103513005058-4158,1 g cm−3,858,866,Quantity
S0038071712001010-918,< 0.001,57,64,Quantity
S0038071712001010-918,9.9%–16.2%,220,230,Quantity
S0038071712001010-918,7.01,238,242,Quantity
S0038071712001010-918,25.4%,456,461,Quantity
S0038071712001010-918,23.8%,514,519,Quantity
S0038071712001010-918,16.2%,672,677,Quantity
S0038071712001010-918,9.9%,693,697,Quantity
S0038071712001010-918,7.5%,794,798,Quantity
S0038071712001010-918,14.2%,875,880,Quantity
S0950705113001895-23699,from 10% to 100%,562,578,Quantity
S0950705113001895-23699,less than 85%,724,737,Quantity
S0950705113001895-23699,more than 85%,804,817,Quantity
S0006322312001096-1260,70,233,235,Quantity
S0006322312001096-1260,2-year,403,409,Quantity
S0006322312001096-1260,for 6 years,649,660,Quantity
S0006322312001096-1260,none,667,671,Quantity
S0032063312003054-2264,∼400eV.,266,273,Quantity
S0032063312003054-2264,∼10eV,517,522,Quantity
S0032063312003054-2264,around 100 km,580,593,Quantity
S0032063312003054-2264,400 km,697,703,Quantity
S0165587612003680-1078,three,190,195,Quantity
S0165587612003680-1078,three,444,449,Quantity
S0165587612003680-1078,three occasions,719,734,Quantity
S0165587612003680-1078,60%,1025,1028,Quantity
S0927024813002961-1334,less than 5%,331,343,Quantity
S0927024813002961-1334,650–750 W/m2,816,828,Quantity
S0927024813002961-1334,700 W/m2,866,874,Quantity
S0927024813002961-1334,25 °C,879,884,Quantity
S0038071712001010-944,115%,224,228,Quantity
S0038071712001010-944,169%,256,260,Quantity
S0038071712001010-944,0.001,287,292,Quantity
S1359645413009816-2973,1200 K,1118,1124,Quantity
S0012821X12004384-1148,∼56 Ma,82,88,Quantity
S0012821X12004384-1148,54 °N,286,291,Quantity
S0012821X12004384-1148,before (103 yrs),937,953,Quantity
S0165587612003680-953,more than 90%,295,308,Quantity
S0025322712001600-2230,two,68,71,Quantity
S0025322712001600-2230,last 200 years,286,300,Quantity
S0378383912000130-1048,1.5 mm,135,141,Quantity
S175058361300203X-1483,33 m,765,769,Quantity
S175058361300203X-1483,20–25%,1050,1056,Quantity
S175058361300203X-1483,two,1226,1229,Quantity
S0012821X12004384-1232,>0.5 km),28,36,Quantity
S0012821X12004384-1232,<10 cm,338,344,Quantity
S0012821X12004384-1232,in the order of 100 m,515,536,Quantity
S0168945213001805-4454,eight-year,346,356,Quantity
S0168945213001805-4454,42–48%,450,456,Quantity
S0168945213001805-4454,15–27%,578,584,Quantity
S016412121300188X-5038,three,224,229,Quantity
S0006322312001096-1248,95%,590,593,Quantity
S1389128612002496-5994,25%,302,305,Quantity
S1389128612002496-5994,7.6%,334,338,Quantity
S0019103513005058-4098,from 211 K to 284 K,418,437,Quantity
S0019103513005058-4098,∼35%,465,469,Quantity
S1367912013002277-1213,2.5–10 μm,223,232,Quantity
S1367912013002277-1213,less than 2.5 μm,244,260,Quantity
S0167577X13006393-399,1065–1280 cm−1,187,201,Quantity
S0167577X13006393-399,about 964 cm−1,305,319,Quantity
S0167577X13006393-399,1031 cm−1,342,351,Quantity
S0167577X13006393-399,1091 cm−1,356,365,Quantity
S0167577X13006393-399,50%,427,430,Quantity
S0012821X12004384-952,<30%,249,253,Quantity
S0012821X12004384-952,>30%,380,384,Quantity
S0012821X12004384-952,2614.7 and 2619.6 m,658,677,Quantity
S0167739X12001525-5094,"$s_provided,",864,876,Quantity
S0006322312001096-1136,1991,73,77,Quantity
S0006322312001096-1136,"1997, 2003, and 2008",103,123,Quantity
S0006322312001096-1136,5318 participants,205,222,Quantity
S0006322312001096-1136,54.8 years,233,243,Quantity
S0006322312001096-1136,31%,245,248,Quantity
S0006322312001096-1136,≥16,576,579,Quantity
S2211124713006475-841,6 weeks,51,58,Quantity
S0006322312001096-1197,three,8,13,Quantity
S0006322312001096-1197,30-item,146,153,Quantity
S0006322312001096-1197,1 or 0,413,419,Quantity
S0006322312001096-1197,5 or more,479,488,Quantity
S0006322312001096-1197,0 to 4,554,560,Quantity
S0006322312001096-1197,84%,732,735,Quantity
S0006322312001096-1197,84%,751,754,Quantity
S0006322312001096-1197,73%,1018,1021,Quantity
S0006322312001096-1197,78%,1040,1043,Quantity
S0006322312001096-1197,274 participants,1099,1115,Quantity
S0006322312001096-1197,58 to 70,1121,1129,Quantity
S0006322312001096-1197,2010,1133,1137,Quantity
S0006322312001096-1197,80%,1282,1285,Quantity
S0006322312001096-1197,81%,1290,1293,Quantity
S0378383912000130-1096,8.5 mm,119,125,Quantity
S0378383912000130-1096,1180 and 1980 mm,139,155,Quantity
S0168945213001805-5026,Four-year-old,0,13,Quantity
S0168945213001805-5026,13%,201,204,Quantity
S0168945213001805-5026,three,431,436,Quantity
S0032063313003218-6651,~1kR,396,400,Quantity
S0032063313003218-6651,~74° latitude,527,540,Quantity
S0032063313003218-6651,~80°,604,608,Quantity
S0032063313003218-6651,~88kR,742,747,Quantity
