docId,Entity,Start,End,Tag
S0032063313003218-6651,case ES,752,759,MeasuredEntity
S0032063313003218-6651,case EF,774,781,MeasuredEntity
S0032063313003218-6651,case EF,812,819,MeasuredEntity
S0032063313003218-6651,case ES,854,861,MeasuredEntity
S0032063313003218-6651,model also predicts,932,951,MeasuredEntity
S2213671113000908-979,Wells,368,373,MeasuredEntity
S0006322312001096-1177,Whitehall II study,4,22,MeasuredEntity
S0006322312001096-1177,target population,202,219,MeasuredEntity
S0006322312001096-1177,civil service departments,284,309,MeasuredEntity
S0006322312001096-1177,cohort,393,399,MeasuredEntity
S0006322312001096-1177,follow-up examinations,496,518,MeasuredEntity
S0006322312001096-1177,phase 3,565,572,MeasuredEntity
S0006322312001096-1177,phase 5,599,606,MeasuredEntity
S0006322312001096-1177,phase 7,633,640,MeasuredEntity
S0006322312001096-1177,phase 9,671,678,MeasuredEntity
S0006322312001096-1177,screening cycles,880,896,MeasuredEntity
S0006322312001096-1177,data cycles,1123,1134,MeasuredEntity
S0006322312001096-1230,data cycles,331,342,MeasuredEntity
S0006322312001096-1230,participants without GHQ symptoms,353,386,MeasuredEntity
S0006322312001096-1230,those without CES-D depressive symptoms,420,459,MeasuredEntity
S0006322312001096-1230,those not on antidepressant treatment,504,541,MeasuredEntity
S0006322312001096-1230,cases of GHQ symptoms,574,595,MeasuredEntity
S0006322312001096-1230,those with CES-D depressive symptoms,678,714,MeasuredEntity
S0006322312001096-1230,"participants with GHQ symptoms,",719,750,MeasuredEntity
S0006322312001096-1230,Pearson correlation at phase 7,793,823,MeasuredEntity
S0006322312001096-1230,participants with CES-D depressive symptoms,862,905,MeasuredEntity
S0165587612003680-953,children with OME and/or recurrent AOM,253,291,MeasuredEntity
S0019103512004009-5271,collisions with neutral H dominate the transport of heavy neutral atoms,78,149,MeasuredEntity
S0019103512004009-5271,mass,276,280,MeasuredEntity
S0019103512004009-5271,models,452,458,MeasuredEntity
S0019103512004009-5271,[H+]/[H],634,642,MeasuredEntity
S0025322712001600-2406,cores,598,603,MeasuredEntity
S0025322712001600-2406,clay mineral,726,738,MeasuredEntity
S0025322712001600-2406,values,739,745,MeasuredEntity
S0025322712001600-2406,uncertainty,767,778,MeasuredEntity
S0168945213001805-4775,endogenous cold-binding factor/drought responsive element binding (CBF/DREB)1-like genes,192,280,MeasuredEntity
S0168945213001805-4775,CBF/DREB genes,540,554,MeasuredEntity
S0168945213001805-4775,Eucalyptus gunnii,560,577,MeasuredEntity
S0168945213001805-4775,Tropical E. grandis × E. urophylla expressing a stress-inducible rd29a promoter-CBF2 transcription factor cassette,757,871,MeasuredEntity
S0927024813001955-1005,ZnO films,610,619,MeasuredEntity
S0927024813001955-1005,films,711,716,MeasuredEntity
S0960148113004989-3277,simulation time,93,108,MeasuredEntity
S0960148113004989-3277,one P = 12 h sinusoidal period,122,152,MeasuredEntity
S1359645413009816-2973,molecular dynamics simulations on Ni,978,1014,MeasuredEntity
S2213671113000738-485,Magnetic resonance images of a representative animal,6,58,MeasuredEntity
S0925443913003037-654,Cranial MRI performed,0,21,MeasuredEntity
S0032386113005454-2308,unmodified epoxy polymer,58,82,MeasuredEntity
S0032386113005454-2308,S-CSR particles,191,206,MeasuredEntity
S0921818113002245-882,series,176,182,MeasuredEntity
S0921818113002245-882,lead pollution horizon,557,579,MeasuredEntity
S0921818113002245-882,sediments,684,693,MeasuredEntity
S0019103512002801-2018,features,508,516,MeasuredEntity
S0019103512002801-2018,enhanced ULF wave activity in the lunar,1351,1390,MeasuredEntity
S0167819113001051-1247,node,14,18,MeasuredEntity
S0167819113001051-1247,manufactured dice,309,326,MeasuredEntity
S1873506113001116-1204,BC1 cells,313,322,MeasuredEntity
S1873506113001116-1204,cells,535,540,MeasuredEntity
S1873506113001116-1204,BC1 cells,750,759,MeasuredEntity
S1873506113001116-1204,cells,906,911,MeasuredEntity
S1873506113001116-1204,passages,937,945,MeasuredEntity
S1873506113001116-1204,cells,1228,1233,MeasuredEntity
S1873506113001116-1204,undifferentiated hiPSCs,1298,1321,MeasuredEntity
S0021979713004438-1401,solution,124,132,MeasuredEntity
S0021979713004438-1401,pure ethanol,213,225,MeasuredEntity
S0021979713004438-1401,water,778,783,MeasuredEntity
S0021979713004438-1401,hematite surface,805,821,MeasuredEntity
S175058361300203X-1542,seismic velocity in sandstones saturated with brine does not depend on,26,96,MeasuredEntity
S175058361300203X-1542,CO2 saturation,387,401,MeasuredEntity
S175058361300203X-1542,scenarios,440,449,MeasuredEntity
S175058361300203X-1542,CO2 saturation,525,539,MeasuredEntity
S175058361300203X-1542,petrophysical experiments,548,573,MeasuredEntity
S175058361300203X-1542,scenarios,765,774,MeasuredEntity
S0016236113008041-3161,lowest bed inventory,26,46,MeasuredEntity
S0016236113008041-3161,P,363,364,MeasuredEntity
S0016236113008041-3161,bed inventories,420,435,MeasuredEntity
S0016236113008041-3161,inventory,489,498,MeasuredEntity
S0016236113008041-3161,flue gas,645,653,MeasuredEntity
S0378383912000130-3745,beach,15,20,MeasuredEntity
S0378383912000130-3745,modelling,25,34,MeasuredEntity
S027737911400050X-2401,real age,609,617,MeasuredEntity
S027737911400050X-2401,cal BP Alpehué Pumice (So-A) eruption,1405,1442,MeasuredEntity
S0032386113005454-2865,S-CSR particle-modified polymers,50,82,MeasuredEntity
S0032386113005454-2865,S-CSR-modified epoxy polymers,296,325,MeasuredEntity
S0032386113005454-2865,cavities,621,629,MeasuredEntity
S0032386113005454-2865,S-CSR particles,718,733,MeasuredEntity
S0032386113005454-2865,samples,1644,1651,MeasuredEntity
S0032386113005454-2865,S-CSR particles,1720,1735,MeasuredEntity
S016412121300188X-5066,precision of previous slice,419,446,MeasuredEntity
S016412121300188X-5066,production programs,627,646,MeasuredEntity
S0031405612000728-1639,months,788,794,MeasuredEntity
S0031405612000728-1639,Aggregate turnover,1278,1296,MeasuredEntity
S0031405612000728-1639,aggregate stability,1372,1391,MeasuredEntity
S0031405612000728-1639,aggregate water repellency,1486,1512,MeasuredEntity
S2213671113001306-908,scale bars,56,66,MeasuredEntity
S2213671113001306-908,inset,86,91,MeasuredEntity
S0038071712001010-918,AM fungal inoculum as a single factor,0,37,MeasuredEntity
S0038071712001010-918,levels of colonisation,196,218,MeasuredEntity
S0038071712001010-918,two-species mixture of G. geosporum plus G. mosseae,403,454,MeasuredEntity
S0038071712001010-918,combination of all three species,480,512,MeasuredEntity
S0038071712001010-918,G. geosporum,679,691,MeasuredEntity
S0038071712001010-918,G. mosseae,698,708,MeasuredEntity
S0038071712001010-918,G. mosseae and G. intraradices,750,780,MeasuredEntity
S0038071712001010-918,G. intraradices,845,860,MeasuredEntity
S2213671113000738-445,cells,84,89,MeasuredEntity
S0032386113009889-2123,debonding,946,955,MeasuredEntity
S0032386113009889-2123,finite-element analysis simulations,1098,1133,MeasuredEntity
S2211124712002884-1060,Dulbecco's modified Eagle's medium,603,637,MeasuredEntity
S0167577X14001256-389,arrow,256,261,MeasuredEntity
S0019103512002801-1716,∣B∣,107,110,MeasuredEntity
S1388248113001951-339,cells,88,93,MeasuredEntity
S1388248113001951-339,sample,222,228,MeasuredEntity
S016412121300188X-4617,very large dominant coherent cluster,189,225,MeasuredEntity
S016412121300188X-4617,largest,285,292,MeasuredEntity
S2211124712002884-649,Values of control line 20,79,104,MeasuredEntity
S2211124712002884-649,independent cultures,131,151,MeasuredEntity
S0006322312001096-1253,increased onset of depressive symptoms,263,301,MeasuredEntity
S0378112713005288-1720,upland sites,337,349,MeasuredEntity
S0378112713005288-1720,native tree species,616,635,MeasuredEntity
S0378112713005288-1720,native woody tree species,802,827,MeasuredEntity
S2213671113001306-1404,Animals,0,7,MeasuredEntity
S2213671113001306-1404,human RPE,588,597,MeasuredEntity
S2213671113001306-1404,human RPE cell,1050,1064,MeasuredEntity
S2213671113001306-1404,polarized human RPE,1484,1503,MeasuredEntity
S0032063312003054-2501,events of electron precipitation signatures,21,64,MeasuredEntity
S0032063312003054-2501,precipitation signatures occurring on ∼5% of MEX orbits,154,209,MeasuredEntity
S0032063312003054-2501,events of electron precipitation signatures,219,262,MeasuredEntity
S0032063312003054-2501,precipitation signatures,412,436,MeasuredEntity
S0032063312003054-2501,MEX orbits,451,461,MeasuredEntity
S0169433213008933-689,alloy,192,197,MeasuredEntity
S0169433213008933-689,Argon,284,289,MeasuredEntity
S0169433213008933-689,Samples,291,298,MeasuredEntity
S0169433213008933-689,processed,309,318,MeasuredEntity
S0019103512003995-1767,He,237,239,MeasuredEntity
S1873506113001116-978,hiPSC lines,565,576,MeasuredEntity
S1873506113001116-978,hiPSCs,742,748,MeasuredEntity
S0378383912000130-1048,beach,142,147,MeasuredEntity
S0165587612003680-998,ears,127,131,MeasuredEntity
S0165587612003680-998,ear,209,212,MeasuredEntity
S0165587612003680-998,ear,262,265,MeasuredEntity
S0165587612003680-998,Children,287,295,MeasuredEntity
S0165587612003680-998,adults,395,401,MeasuredEntity
S0165587612003680-998,Fisher's exact test,543,562,MeasuredEntity
S0038071713001971-1427,yield records,76,89,MeasuredEntity
S0031405612000728-769,months,62,68,MeasuredEntity
S0012821X13007309-1691,Livello Bonarelli,124,141,MeasuredEntity
S0012821X13007309-1691,numerous centimetre scale organic-rich shale layers,382,433,MeasuredEntity
S0012821X13007309-1691,δ13Corg record,462,476,MeasuredEntity
S0012821X13007309-1691,characteristic positive excursion in δ13Corg,559,603,MeasuredEntity
S0168945213001805-4536,wood,353,357,MeasuredEntity
S016412121300188X-4392,hash function,122,135,MeasuredEntity
S016412121300188X-4392,hash function,261,274,MeasuredEntity
S016412121300188X-4392,UH,328,330,MeasuredEntity
S0022459611006116-1448,samples 1 and 2,51,66,MeasuredEntity
S2213671113000921-1279,SOX2,187,191,MeasuredEntity
S0022399913003358-943,cross-sectional sample,1438,1460,MeasuredEntity
S0022399913003358-943,530 participants,1464,1480,MeasuredEntity
S0019103513005058-4098,surface temperature,385,404,MeasuredEntity
S0019103513005058-4098,temperature,441,452,MeasuredEntity
S0032386113005454-2601,unmodified epoxy polymer,563,587,MeasuredEntity
S0032386113005454-2601,compressive true yield stress,778,807,MeasuredEntity
S0032386113005454-2601,S-CSR-modified epoxy polymer,849,877,MeasuredEntity
S0927024813002961-1334,annual energy prediction,303,327,MeasuredEntity
S0927024813002961-1334,devices,778,785,MeasuredEntity
S0167610513001001-1751,bins,153,157,MeasuredEntity
S0167610513001001-1751,instruments,270,281,MeasuredEntity
S0167610513001001-1751,wind,341,345,MeasuredEntity
S0167610513001001-1751,wind,383,387,MeasuredEntity
S0378383912000130-3662,beach,52,57,MeasuredEntity
S0378383912000130-3662,beach,143,148,MeasuredEntity
S0378383912000130-3662,beach,382,387,MeasuredEntity
S1750583613004192-1267,gas saturation,386,400,MeasuredEntity
S1750583613004192-1267,saturations,468,479,MeasuredEntity
S1750583613004192-1267,Sleipner plume,649,663,MeasuredEntity
S1750583613004192-1267,mean saturation for the plume,827,856,MeasuredEntity
S0016236113008041-961,error bars,96,106,MeasuredEntity
S0167577X13006393-644,Sintering of pure HA particles,0,30,MeasuredEntity
S0167577X13006393-644,pure HA (ratio CaP=1.67) is stable in an air and argon atmosphere,221,286,MeasuredEntity
S0167577X13006393-644,decomposition of HA,334,353,MeasuredEntity
S0012821X12004384-952,samples,236,243,MeasuredEntity
S0012821X12004384-952,samples,367,374,MeasuredEntity
S0012821X12004384-952,Values shaded,641,654,MeasuredEntity
S1550413113004920-1509,147 patients from consanguineous pedigrees,13,55,MeasuredEntity
S0012821X12004384-1178,PETM,4,8,MeasuredEntity
S0012821X12004384-1178,sea surface temperatures,144,168,MeasuredEntity
S0012821X12004384-1178,δ13C-depleted carbon,301,321,MeasuredEntity
S0012821X12004384-1178,negative carbon isotope excursion (CIE),424,463,MeasuredEntity
S0012821X12004384-1178,marine and terrestrial sediments,486,518,MeasuredEntity
S0012821X12004384-1178,marine hydrates containing biogenic methane,902,945,MeasuredEntity
S1084804513001987-7409,-dimensional scaling,122,142,MeasuredEntity
S1084804513001987-7409,scaling,385,392,MeasuredEntity
S0167610513001001-739,wind,67,71,MeasuredEntity
S030881461301604X-1001,nitric acid,107,118,MeasuredEntity
S030881461301604X-1001,hydrochloric acid,131,148,MeasuredEntity
S030881461301604X-1001,hydrogen peroxide,185,202,MeasuredEntity
S030881461301604X-1001,formic acid,213,224,MeasuredEntity
S0032063312002437-627,cycle,349,354,MeasuredEntity
S0032063312002437-627,maximum ion count,412,429,MeasuredEntity
S0032063312002437-627,data set,572,580,MeasuredEntity
S0032063312002437-627,data,622,626,MeasuredEntity
S0921818113002245-859,lakes,150,155,MeasuredEntity
S0038071711004354-2573,soil profile,182,194,MeasuredEntity
S0038071711004354-2573,Mediterranean forest sites in Italy,410,445,MeasuredEntity
S0038071711004354-2573,soil profile,568,580,MeasuredEntity
S0025322712001600-2230,marine cores,72,84,MeasuredEntity
S0025322712001600-2230,sedimentation,265,278,MeasuredEntity
S0019103513005058-4349,temperature profile,171,190,MeasuredEntity
S0019103513005058-4349,perchloric acid,339,354,MeasuredEntity
S1750583613004192-714,Sleipner plume profile,4,26,MeasuredEntity
S1750583613004192-714,CO2,145,148,MeasuredEntity
S1750583613004192-714,plume layers,181,193,MeasuredEntity
S1750583613004192-714,ninth layer,349,360,MeasuredEntity
S1750583613004192-714,CO2,405,408,MeasuredEntity
S1750583613004192-714,injection point (IP),462,482,MeasuredEntity
S2213671113000738-435,Data,70,74,MeasuredEntity
S2213671113000738-435,(A)–(H),204,211,MeasuredEntity
S2213671113000738-435,(C)–(F),232,239,MeasuredEntity
S2213671113000738-435,(J)–(M) and (Q),251,266,MeasuredEntity
S0168945213001805-5014,strains,220,227,MeasuredEntity
S2213671113001306-1398,intravitreal triamcinolone (TCA) injection,500,542,MeasuredEntity
S2213671113001306-910,Left images,865,876,MeasuredEntity
S2213671113001306-910,right micrographs,924,941,MeasuredEntity
S2213671113001306-910,scale bars,983,993,MeasuredEntity
S0378383912000130-3907,beach,124,129,MeasuredEntity
S2213671113000738-684,observed,30,38,MeasuredEntity
S2213671113000738-684,allograft,79,88,MeasuredEntity
S2213671113000738-684,serum level of IFN-γ temporarily increased,258,300,MeasuredEntity
S2213671113000738-684,animals,343,350,MeasuredEntity
S2213671113000738-684,immunofluorescence study conducted,367,401,MeasuredEntity
S2213671113000738-684,CD45+ cells,1214,1225,MeasuredEntity
S0960896612001022-1223,PEO and pigmentary retinopathy,65,95,MeasuredEntity
S0960896612001022-1223,cerebrospinal fluid (CSF),182,207,MeasuredEntity
S0022399913003358-931,general population,492,510,MeasuredEntity
S0022399913003358-931,adults aged over 48 years,555,580,MeasuredEntity
S0022399913003358-931,population,617,627,MeasuredEntity
S0167610512002292-3187,initial orientations,18,38,MeasuredEntity
S0167610512002292-3187,square plate,95,107,MeasuredEntity
S0167610512002292-3187,sets of cases,319,332,MeasuredEntity
S0006322312001096-1278,depressive symptoms,411,430,MeasuredEntity
S0006322312001096-1278,depressive symptoms,598,617,MeasuredEntity
S2211124712002884-903,two FTD patients,4,20,MeasuredEntity
S2211124712002884-903,patient,306,313,MeasuredEntity
S2211124712002884-903,other patient,414,427,MeasuredEntity
S2211124712002884-903,MRI scans,679,688,MeasuredEntity
S2211124712002884-903,age-matched subject,979,998,MeasuredEntity
S0006322312001096-1275,survey,31,37,MeasuredEntity
S2211124712002884-1110,iPSC colonies,0,13,MeasuredEntity
S2211124712002884-1110,rosettes,229,237,MeasuredEntity
S2211124712002884-1110,Neurospheres,294,306,MeasuredEntity
S2211124712002884-1110,poly-D-lysine,426,439,MeasuredEntity
S2211124712002884-1110,laminin,456,463,MeasuredEntity
S2211124712002884-1110,Neurons,475,482,MeasuredEntity
S1387700313001822-661,solid state CD spectrum of GMP,226,256,MeasuredEntity
S1387700313001822-661,spectrum of complex 1,550,571,MeasuredEntity
S1387700313001822-661,strong negative CE,864,882,MeasuredEntity
S1387700313001822-661,θ,903,904,MeasuredEntity
S175058361300203X-1638,reservoir temperature,107,128,MeasuredEntity
S175058361300203X-1638,cases,180,185,MeasuredEntity
S175058361300203X-1638,injection,201,210,MeasuredEntity
S175058361300203X-1638,cases,350,355,MeasuredEntity
S0925443913001385-1638,control value,84,97,MeasuredEntity
S0925443913001385-1638,control values,168,182,MeasuredEntity
S0925443913001385-1638,proteins of the small ribosomal subunit (SSU),442,487,MeasuredEntity
S0925443913001385-1638,control,572,579,MeasuredEntity
S0019103512004009-3976,heating efficiency,27,45,MeasuredEntity
S0019103512004009-3976,upper boundary,169,183,MeasuredEntity
S0019103512004009-3976,case,324,328,MeasuredEntity
S0019103512004009-3976,upper boundary,349,363,MeasuredEntity
S0019103512004009-3976,heating efficiency,501,519,MeasuredEntity
S0019103512004009-3976,isothermal sonic point,557,579,MeasuredEntity
S0019103512004009-3976,ηnet,629,633,MeasuredEntity
S095741741101342X-2624,classifiers,68,79,MeasuredEntity
S175058361300203X-1556,amplitude values of the baseline,688,720,MeasuredEntity
S175058361300203X-1556,normalized root mean square (NRMS) differences,741,787,MeasuredEntity
S0960148113005727-904,wind farms in the UK,230,250,MeasuredEntity
S0006322312001096-626,Framingham Risk Scores,20,42,MeasuredEntity
S0006322312001096-626,Depressive Symptoms,86,105,MeasuredEntity
S1359835X13001875-1359,two-dimensional square system,24,53,MeasuredEntity
S1359835X13001875-1359,number,198,204,MeasuredEntity
S0012821X12004384-1221,water,686,691,MeasuredEntity
S0012821X12004384-1221,central parts of the northern North Sea,995,1034,MeasuredEntity
S2213671113000738-647,animals,18,25,MeasuredEntity
S2213671113000738-647,animals,174,181,MeasuredEntity
S2213671113000738-647,testes of a severe combined immunodeficiency (SCID) mouse,1008,1065,MeasuredEntity
S2213671113000738-738,double-blind clinical trials,429,457,MeasuredEntity
S2213671113000738-738,untreated monkey peripheral blood cells,880,919,MeasuredEntity
S2213671113000738-738,serum level of IFN-γ increased,971,1001,MeasuredEntity
S2213671113000738-738,CD45+ cells,1019,1030,MeasuredEntity
S2213671113000738-738,human peripheral blood cells in both hESCs and iPSCs,1931,1983,MeasuredEntity
S0925443913001385-839,cell lysate,314,325,MeasuredEntity
S0016236113008041-872,bed inventories,80,95,MeasuredEntity
S0022459611006116-547,Refined crystallographic parameters for (1) from PXD and PND,0,60,MeasuredEntity
S0019103512004009-2821,molecules,887,896,MeasuredEntity
S0019103512004009-2821,H and O,1359,1366,MeasuredEntity
S0019103512004009-2821,models predict,1658,1672,MeasuredEntity
S2211124713006475-1205,Histological analysis,641,662,MeasuredEntity
S2211124713006475-1205,GFP+ fibers showed extensive projections into the host brain,840,900,MeasuredEntity
S0032386113005454-2008,particles,4,13,MeasuredEntity
S1570870512000637-1206,phenomenon,219,229,MeasuredEntity
S0927775713009606-1074,mesopore domains,798,814,MeasuredEntity
S0927775713009606-1074,synthesised CdS nanoparticles,977,1006,MeasuredEntity
S0927775713009606-1074,CdS/starch,1182,1192,MeasuredEntity
S0019103513005058-3917,all species,424,435,MeasuredEntity
S0019103513005058-3917,exceptions,446,456,MeasuredEntity
S0019103513005058-3917,"O2, H2, and CO",495,509,MeasuredEntity
S0019103513005058-3917,all species,567,578,MeasuredEntity
S0378383912000130-3827,beach,26,31,MeasuredEntity
S0378383912000130-3827,beach,51,56,MeasuredEntity
S0378383912000130-3827,beach,262,267,MeasuredEntity
S0378383912000130-1096,Time-series of model-predicted (solid lines) and experimentally-measured (dashed lines) hydraulic head,0,102,MeasuredEntity
S0378383912000130-1096,beach,126,131,MeasuredEntity
S2213158213000302-1597,MMNm component,124,138,MeasuredEntity
S0960148113004989-3203,tidal period,403,415,MeasuredEntity
S0960148113004989-3203,tidal range,466,477,MeasuredEntity
S0960148113004989-3203,simulation time,492,507,MeasuredEntity
S0927024813002420-1202,co-deposition of blended mixtures,230,263,MeasuredEntity
S0927024813002420-1202,devices,405,412,MeasuredEntity
S0019103513005058-4302,input of odd nitrogen,544,565,MeasuredEntity
S0019103513005058-4302,N,602,603,MeasuredEntity
S0019103513005058-4302,soil,655,659,MeasuredEntity
S0378383911001669-2260,two beaches,47,58,MeasuredEntity
S0378383911001669-2260,rougher beach,428,441,MeasuredEntity
S0378383911001669-2260,x,842,843,MeasuredEntity
S0378383911001669-2260,x,1002,1003,MeasuredEntity
S0378383911001669-2260,beach,1070,1075,MeasuredEntity
S0378383911001669-2260,beach,1551,1556,MeasuredEntity
